me,159
my,126
自己,123
wanna,47
十年,47
so,46
go,41
your,41
靠边站,40
九妹,38
Hay,36
money,35
我会,34
just,34
喜欢,33
那些,33
busy,32
梦想,31
oh,31
一个,31
Ho,31
thank,31
感谢,31
我们,29
say,29
up,29
hey,29
准备,29
想要,28
如果,28
有个,28
night,27
don,27
no,26
UP,25
慢慢,25
xue,24
他们,24
way,24
昨日,24
多久,24
let,23
do,23
see,23
招牌,23
So,22
hold,21
兄弟,21
遗忘,21
party,21
back,20
年代,20
那个,20
far,20
Here,20
down,20
几个,19
等待,19
CLAP,19
want,19
get,19
像是,18
hands,18
la,18
cry,18
know,18
..,18
在乎,17
Call,17
later,17
一次,17
老大,17
baby,17
杀手,16
真的,16
Don,16
明天,16
right,16
Em,16
mean,16
小丑,15
GIRL,15
小姐,15
那么,15
绿色,15
梦里,14
Min,14
OH,14
Love,14
本书,14
什么,14
Double,14
崂山,14
Ha,14
ei,14
我先,14
give,14
唱着歌,14
歌声,14
ll,13
girl,13
讨厌,13
学仙,13
OK,13
NOW,13
我用,13
忍受,13
fight,13
有天,12
fuck,12
Flag,12
under,12
Shot,12
谢谢,12
was,12
flow,12
不管,12
这里,12
could,12
fine,12
不归路,12
Sing,12
Show,12
peace,12
超级,12
没要,12
嗦,12
never,12
末班车,12
树叶,12
will,12
forever,12
going,11
怀抱,11
副歌,11
可能,11
已经,11
What,11
生命,11
不在乎,11
希望,11
Oh,11
leave,11
现在,11
太冷,10
us,10
不要,10
一种,10
城市,10
out,10
TOY,10
^m,10
碛,10
her,10
离开,10
楼下,10
一定,10
神仙,10
Time,10
PARTY,10
死者,10
^Y,10
am,10
waiting,10
原谅,10
look,10
好人,10
Like,9
ceiling,9
Verse,9
But,9
Put,9
air,9
Sucker,9
outta,9
here,9
Hip,9
Hop,9
曾经,9
生活,9
回来,9
love,9
turn,9
只是,9
不会,9
你家,9
爱情,9
不想,9
对不起,9
用身,9
w,9
等候,9
七彩,9
妹妹,9
世界,9
Na,8
放弃,8
拥抱,8
身边,8
hiphop,8
Ring,8
yeah,8
那时,8
倔强,8
shadows,8
hope,8
Cos,8
Get,8
own,8
Your,8
那一,8
那里,8
一步,8
she,8
away,8
怎会,8
sing,8
歌唱,8
year,8
open,8
eyes,8
afraid,8
brave,8
点石成金,8
瓦砾,8
who,8
Do,8
Everything,8
crazy,8
Let,8
hear,8
无数,8
彼此,8
超人,8
knock,8
Please,8
飞越,8
云海,8
乘着,8
表白,8
多少,8
Baby,8
当妮,8
time,7
为什么,7
AM,7
很多,7
一盘,7
寻寻觅觅,7
歌谣,7
远方,7
童话故事,7
关上,7
妈妈,7
打开,7
Tell,7
ill,7
ghetto,7
只在乎,7
wish,7
尴尬,7
气氛,7
所以,7
这是,7
要学,7
驾鹤,7
妙不可言,7
飞天,7
黄色,7
闪到,7
睁不开,7
眼睛,7
红花,7
hei,7
刑警,7
单纯,7
总是,7
mom,7
mama,7
HOOK,7
你们,7
hater,7
oooooo,7
身旁,7
童年,7
polk,6
quite,6
show,6
now,6
Chorus,6
mind,6
send,6
words,6
活着,6
熙攘,6
素描,6
穿梭,6
人流,6
感受,6
梦中,6
夜里,6
房间,6
我,6
tell,6
alive,6
die,6
memory,6
smile,6
Coz,6
戳破,6
想见,6
beautiful,6
后悔,6
我要,6
fly,6
治愈,6
顾虑,6
结局,6
沉默,6
一条,6
车票,6
我爱你,6
people,6
rest,6
外婆,6
一切,6
每晚,6
chinese,6
炎黄子孙,6
无可非议,6
势不可挡,6
升空,6
奇迹,6
对待,6
朋友,6
满车,6
迷迷茫茫,6
浇薄,6
缆车,6
熙熙攘攘,6
不破,6
放声,6
激流,6
nala,6
翻滚,6
看不见,6
worry,6
Mo,6
boy,6
comming,6
辉煌,6
所有,6
欠债还钱,6
有借有还,6
天地良心,6
天经地义,6
情感,6
玩具,5
感动,5
干扰,5
RHBE,5
everyday,5
无所谓,5
坚定,5
不露痕迹,5
永不言败,5
生来,5
迷茫,5
照亮,5
抵挡,5
无人,5
理想,5
到底,5
goes,5
事儿,5
得过且过,5
深夜里,5
心碎,5
还是,5
某个,5
时刻,5
到来,5
更好,5
遇到,5
关于,5
10,5
咋个,5
记忆,5
忘记,5
有人,5
我,5
rg,5
每次,5
开始,5
一起,5
漂亮,5
心中,5
记录,5
江山,5
心里,5
童心,4
咿咿呀呀,4
熟睡,4
小家伙,4
别急,4
学着,4
太深,4
印象,4
学会,4
Mi,4
努力,4
嘲笑声,4
越是,4
喧嚣,4
墙角,4
Minsta,4
Yoken,4
hook,4
苟且,4
Tequila,4
Drunk,4
下雨天,4
洒落,4
细雨,4
心底,4
抬起,4
不禁,4
but,4
感觉,4
When,4
world,4
crashing,4
around,4
gone,4
black,4
MAN,4
王奕,4
满舒克,4
再见,4
要说,4
未必,4
敢作敢当,4
男子汉,4
肩上,4
教会,4
阻止,4
从来,4
责任,4
Stephanie,4
什N,4
回,4
@心,4
eh,4
Two,4
Three,4
Four,4
无怨无悔,4
双臂,4
张开,4
起点,4
bla,4
互相,4
obb,4
见到,4
girls,4
They,4
suicidal,4
放纵,4
滋味,4
不愿,4
笨蛋,4
开心,4
表演,4
踏上,4
觉得,4
垃圾,4
握花,4
MY,4
乜野,4
成日,4
laughter,4
tear,4
today,4
Maybe,4
justice,4
Money,4
饶舌,4
是否,4
DAMN,4
小写,4
今夜,4
city,4
FLOW,4
大陆,4
一到,4
烟雾弥漫,4
凶手,4
哪个,4
深藏,4
哭泣,4
偷偷,4
Just,4
number,4
喝酒,4
房子,4
安稳,4
光来,4
肺腑之言,4
黑暗,4
擦干,4
长大,4
艾福杰,4
super,4
nice,4
x2,4
Sdound,4
透红,4
花蕾,4
可爱,4
Speak,4
bang,4
fire,4
迷路,4
怎样,4
简单,4
安全,4
放下,4
各种,4
they,4
some,4
以后,4
put,3
really,3
had,3
一笑而过,3
化为乌有,3
奚落,3
再也不会,3
lay,3
只会,3
提到,3
去死吧,3
YL,3
要么,3
不然,3
时候,3
Noor,3
99,3
南征北战,3
Free,3
擦亮眼睛,3
中站,3
亏欠,3
小兄弟,3
起笔,3
鼓起勇气,3
过梦,3
郁郁而终,3
试过,3
不痛,3
苦涩,3
宁愿,3
无止尽,3
归零,3
多想,3
糖果,3
晚上,3
回去,3
这边儿,3
龙井,3
信念,3
伤人,3
心太急,3
一秒,3
幻影,3
狂奔,3
over,3
徘徊,3
尝试,3
轻易,3
拼了命,3
装不下,3
咽不下,3
雨滴,3
老迈,3
草率,3
归途,3
归宿,3
旁人,3
何时,3
别人,3
陈奂仁,3
胡蓓蔚,3
顾前,3
顾后,3
左转,3
自作自受,3
不靠,3
拼命,3
天荒地老,3
那扇,3
太多太多,3
地老天荒,3
喊出,3
校园,3
Check,3
Rap,3
爹地,3
路亚,3
妈咪,3
哈利,3
法拉利,3
想起,3
FUCK,3
HOLD,3
BATTLE,3
人人爱,3
两颗心,3
溜出去,3
十全十美,3
秘籍,3
粘着,3
紧追,3
挫折,3
疲惫,3
布满,3
加害者,3
笔记簿,3
放空,3
有时候,3
害怕,3
老爸,3
骄傲,3
变得,3
最后,3
boys,3
与世无争,3
停表,3
一百遍,3
洗脑,3
抱紧,3
清早,3
轻巧,3
心跳,3
另一只,3
抓紧,3
爬不起来,3
义无反顾,3
周遭,3
Nothing,3
impossible,3
patronus,3
Im,3
Join,3
红了眼,3
谎言,3
看淡,3
暴徒,3
IIYC,3
marry,3
无数张,3
打包带,3
走住,3
cnm,3
给我发,3
装进,3
只想,3
啥子,3
school,3
Big,3
Master,3
remember,3
Jay,3
周杰伦,3
got,3
dream,3
man,3
gotta,3
情话,3
看得见,3
刘雅倩,3
唱断,3
人伴,3
人乱,3
难在现,3
颠峰,3
逃避,3
借给,3
借钱,3
居然,3
循环,3
首歌,3
好白,3
泛黄,3
忘怀,3
直白,3
珍藏,3
道光,3
过帘窗,3
书血状,3
余光,3
眼睁睁,3
迂回,3
眼角,3
城墙,3
绝望,3
忘掉,3
叫做,3
nas,2
林嘉莹,2
犯贱,2
我太过,2
Gibb,2
ICE,2
爸妈,2
Mai,2
pussy,2
Gay,2
哥们,2
打字,2
自信,2
我骗,2
ok,2
紧抓,2
只去,2
垃圾堆,2
芭比,2
天天向上,2
当生,2
别老,2
TT,2
tiffany,2
巴音,2
发誓,2
走过,2
replay,2
买醉,2
kpasian,2
喷人,2
一而再,2
总有,2
一套,2
Bamboo,2
Lee,2
先变,2
谁为谁,2
离愁,2
古代人,2
驻足,2
领带,2
镜头,2
小时候,2
快要,2
灰色,2
快乐,2
空气,2
陪你到,2
饶舌歌,2
一首,2
爱错,2
zhang,2
张小邪,2
素颜,2
侧脸,2
matter,2
where,2
always,2
K9999,2
real,2
talk,2
SCHOOL,2
贝爷,2
押韵,2
搭理,2
比赛,2
Kris,2
没管,2
闯到,2
搞杯,2
Yellow,2
sober,2
稳赢,2
执纸,2
日记本,2
魔王,2
情不自禁,2
太酷,2
变过,2
将来,2
7igga,2
sorry,2
友谊,2
颜韵,2
家人,2
朋友圈,2
said,2
ight,2
伪善,2
NaCho,2
每道,2
撑起来,2
写歌,2
wow,2
come,2
friends,2
扎啤,2
一万张,2
guess,2
越走越远,2
班主任,2
十五岁,2
堕落,2
孝悌忠信,1
阴招,1
向左看,1
姐弟恋,1
向右看,1
打游戏,1
发消息,1
太普通,1
Prod,1
DROYC,1
Mix,1
两面倒,1
小虾米,1
鬼扯,1
晚归,1
Stoner,1
床柜,1
恶语相向,1
